laptop_id;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight_kg;Price_euros;id_shop;id_constructors
1013;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.48;2089.00;24;25
1014;Acer;Nitro 5;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.7;1260.00;27;20
1015;HP;ENVY -;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.34;1189.00;1;25
1016;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.18;547.00;5;20
1017;HP;Probook 440;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.64;779.00;25;13
1018;Toshiba;Portege Z30-C-16H;Notebook;13.3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.2;1195.00;25;27
1019;HP;EliteBook 840;Notebook;14;1366x768;Intel Core i5 6300U 2.4GHz;4GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.48;1099.99;14;1
1020;HP;ProBook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.95;1205.00;21;36
1021;HP;EliteBook 1040;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.43;1449.00;18;30
1022;HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.64;1049.26;13;22
1023;HP;Probook 440;Notebook;14;1366x768;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.64;684.00;6;18
1024;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1.0TB Hybrid;Nvidia GeForce GTX 1050;Windows 10;2.65;949.00;16;31
1025;HP;EliteBook 820;Ultrabook;12.5;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.26;1539.00;31;22
1026;HP;Elitebook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.48;1590.00;24;29
1027;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.54;1887.21;36;30
1028;HP;Probook 430;Notebook;13.3;1366x768;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.49;800.00;10;16
1029;Toshiba;Portege A30-C-1CZ;Notebook;13.3;1366x768;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.5;1210.00;27;20
1030;HP;ProBook 450;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.04;769.99;35;14
1031;Lenovo;ThinkPad P70;Notebook;17.3;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6820HQ 2.7GHz;16GB;512GB SSD;Nvidia Quadro 3000M;Windows 7;2.4;2968.00;17;27
1032;Toshiba;Tecra Z40-C-12Z;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.47;1490.00;13;26
1033;HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.43;2229.00;1;1
1034;Dell;Inspiron 5568;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 6100U 2.3GHz;4GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.08;795.99;29;19
1035;Toshiba;Portégé Z30-C-16K;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.2;1590.00;6;22
1036;HP;Spectre 13-V100nv;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.11;1149.00;21;2
1037;HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.64;1185.43;31;30
1038;Dell;Latitude E5570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.09;1046.44;23;31
1039;HP;Elitebook 820;Ultrabook;12.5;1366x768;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.26;1559.00;25;37
1040;HP;ProBook 650;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.31;1189.00;31;20
1041;HP;ProBook 640;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.95;1060.00;1;8
1042;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.29;1624.00;34;8
1043;HP;Probook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.63;1080.00;10;17
1044;HP;ProBook 440;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.64;973.00;10;20
1045;Acer;Aspire 3;Notebook;15.6;1366x768;AMD A9-Series 9420 3GHz;6GB;1TB HDD;AMD Radeon R5;Windows 10;2.1;409.00;33;17
1046;MSI;GL72M 7RDX;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.7;1191.80;25;11
1047;HP;Probook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.95;1195.00;6;11
1048;HP;EliteBook 850;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.84;1228.99;24;1
1049;HP;EliteBook 820;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.26;1349.00;19;31
1050;HP;ProBook 450;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.04;742.00;34;7
1051;Toshiba;Tecra Z40-C-136;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.47;1725.00;22;16
1052;Dell;Latitude E5570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;2.09;1062.95;20;34
1053;HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.64;1010.51;19;33
1054;Lenovo;Yoga 500-15ISK;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.8;847.00;10;18
1055;Vero;V142 (X5-Z8350/2GB/32GB/W10);Notebook;14;1366x768;Intel Atom X5-Z8350 1.44GHz;2GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.45;210.80;4;26
1056;Toshiba;Tecra A50-C-218;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16GB;256GB SSD;Nvidia GeForce 930M;Windows 10;2.4;1425.00;12;23
1057;Lenovo;Thinkpad L560;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;2.3;1049.60;1;29
1058;HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.54;1000.00;23;14
1059;HP;EliteBook 850;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD +  500GB HDD;Intel HD Graphics 520;Windows 10;1.84;2103.34;1;34
1060;HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.43;1469.00;32;14
1061;MSI;GT72S Dominator;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3.78;1545.64;34;9
1062;Lenovo;IdeaPad Y900-17ISK;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.6;2289.99;21;36
1063;Asus;Chromebook C202SA;Netbook;11.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.2;287.90;35;12
1064;Lenovo;ThinkPad X1;Notebook;14;IPS Panel 2560x1440;Intel Core i7 6600U 2.6GHz;16GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.1;2620.00;10;5
1065;HP;Noteb Pav;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;1.91;979.00;26;13
1066;Dell;Inspiron 5578;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.3;1094.00;2;11
1067;HP;ProBook 450;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.04;979.00;2;23
1068;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16GB;1TB SSD;Intel HD Graphics 620;Windows 10;1.2;2254.00;28;25
1069;HP;ProBook 650;Notebook;15.6;1366x768;Intel Core i3 6100U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.31;705.15;5;11
1070;HP;250 G5;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;No OS;1.96;499.00;11;8
1071;Acer;Aspire ES1-523;Notebook;15.6;1366x768;AMD A8-Series 7410 2.2GHz;8GB;1TB HDD;AMD Radeon R5;Windows 10;2.4;449.00;20;33
1072;Dell;Inspiron 7378;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;1299.00;10;33
1073;MSI;GT62VR 6RD;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.94;1819.00;7;23
1074;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.04;1070.00;30;3
1075;Asus;Rog G752VL-GC088D;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;1TB HDD;Nvidia GeForce GTX 965M;No OS;4;998.00;34;10
1076;Dell;Inspiron 3567;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics;Windows 10;2.25;559.00;29;3
1077;Dell;Inspiron 5567;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;2TB HDD;AMD Radeon R7 M445;Windows 10;2.32;989.99;15;33
1079;MSI;GS63VR 6RF;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.8;1929.00;13;21
1080;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.29;1458.00;13;26
1081;Asus;ROG G701VO;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;64GB;1TB SSD;Nvidia GeForce GTX 980 ;Windows 10;3.58;3975.00;34;37
1082;Dell;Inspiron 5368;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.62;798.01;25;21
1083;Dell;Alienware 15;Gaming;15.6;4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;3.21;1329.00;34;25
1084;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.1GHz;8GB;256GB Flash Storage;Intel HD Graphics 515;Mac OS X;0.920;1300.00;12;26
1085;Dell;Latitude 3570;Notebook;15.6;1366x768;Intel Core i3 6100U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.06;481.98;20;33
1086;HP;ProBook 650;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.31;1199.00;34;35
1087;HP;EliteBook 820;Ultrabook;12.5;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26;1199.00;37;27
1088;HP;ProBook 430;Notebook;13.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.49;1090.00;38;8
1089;Lenovo;ThinkPad Yoga;Ultrabook;12.5;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.3;1713.49;4;7
1090;Lenovo;IdeaPad 300-17ISK;Notebook;17.3;1600x900;Intel Core i5 6200U 2.3GHz;8GB;1.0TB HDD;AMD Radeon R5 M330;Windows 10;3.0;659.00;8;36
1091;Lenovo;Ideapad 700-15ISK;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;4GB;1TB HDD;Nvidia GeForce GTX 950M;Windows 10;2.3;977.00;36;15
1092;MSI;GT72VR Dominator;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.78;2499.00;28;28
1093;Lenovo;V110-15ISK (i5-6200U/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;540.00;31;15
1094;HP;Probook 650;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 7;2.31;940.00;37;4
1095;Lenovo;Yoga 900S-12ISK;Ultrabook;12.5;IPS Panel Touchscreen 2560x1440;Intel Core M 6Y75 1.2GHz;8GB;512GB SSD;Intel HD Graphics 515;Windows 10;0.99;1399.00;4;5
1096;Lenovo;IdeaPad Y900-17ISK;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32GB;512GB SSD +  1.0TB Hybrid;Nvidia GeForce GTX 980M;Windows 10;4.6;3240.00;23;10
1097;Lenovo;Yoga Book;2 in 1 Convertible;10.1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0.69;646.27;37;22
1098;HP;Spectre x360;Ultrabook;13.3;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.3;2049.00;2;9
1099;Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.18;750.00;35;30
1100;HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 7;1.54;1030.99;26;23
1101;HP;ZBook 15u;Workstation;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;AMD FirePro W4190M;Windows 7;1.9;1495.00;4;15
1102;Lenovo;ThinkPad T460;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;180GB SSD;Intel HD Graphics 520;Windows 7;1.7;1199.00;31;37
1103;HP;Chromebook 13;Notebook;13.3;Quad HD+ 3200x1800;Intel Pentium Dual Core 4405Y 1.5GHz;4GB;32GB Flash Storage;Intel HD Graphics 515;Chrome OS;1.29;615.00;16;8
1104;Acer;Aspire ES1-523;Notebook;15.6;1366x768;AMD A8-Series 7410 2.2GHz;4GB;500GB HDD;AMD Radeon R5;Windows 10;2.4;387.00;35;16
1105;Dell;Inspiron 3552;Notebook;15.6;1366x768;Intel Pentium Quad Core N3700 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Linux;2.2;393.49;38;37
1106;HP;250 G6;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;1.86;345.99;11;1
1107;Asus;Rog GL702VM-GC354T;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.7;1599.00;2;13
1108;Dell;Inspiron 5370;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;256GB SSD;AMD Radeon 530;Windows 10;1.4;818.35;28;14
1109;HP;Elitebook 820;Netbook;12.5;1366x768;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 7;2.4;1599.00;32;10
1110;Acer;Aspire F5-573G;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;Windows 10;2.4;799.00;18;17
1111;Dell;Inspiron 5567;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;AMD Radeon R7 M445;Windows 10;2.36;638.80;25;3
1112;MSI;GS70 Stealth;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia GeForce GTX 965M;Windows 10;2.6;1599.00;21;27
1113;HP;250 G5;Notebook;15.6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;1TB HDD;Intel HD Graphics 405;Windows 10;1.96;500.00;23;10
1114;Asus;G752VY-GC162T (i7-6700HQ/16GB/1TB;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3;2299.00;22;2
1115;Dell;Latitude E5270;Ultrabook;12.5;1366x768;Intel Core i3 6100U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 7;1.5;1135.15;21;32
1116;Dell;Latitude E5270;Ultrabook;12.5;1366x768;Intel Core i3 6100U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 7;1.5;1166.97;5;27
1117;Acer;Chromebook 15;Notebook;15.6;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;4GB;16GB SSD;Intel HD Graphics;Chrome OS;2.20;209.00;20;12
1118;HP;ZBook 17;Workstation;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;1TB HDD;AMD FirePro W6150M;Windows 7;3.0;2899.00;11;3
1119;Lenovo;Legion Y520-15IKBN;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.4;1199.00;33;7
1120;Dell;Latitude E5270;Ultrabook;12.5;1366x768;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.5;1413.10;3;17
1121;MSI;GE72 Apache;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.9;1511.19;12;6
1122;Lenovo;Yoga 500-15ISK;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;256GB SSD;Intel HD Graphics 520;Windows 10;2.1;867.00;12;17
1123;HP;15-bw011nv (A6-9220/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;AMD A6-Series 9220 2.5GHz;4GB;1TB HDD;AMD Radeon R4;Windows 10;2.1;398.00;5;28
1124;Asus;Rog GL552VW-CN470T;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.59;1339.00;23;14
1125;HP;EliteBook 1030;Notebook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core M 6Y54 1.1GHz;8GB;256GB SSD;Intel HD Graphics 515;Windows 10;1.16;1699.00;20;21
1126;Dell;Vostro 3559;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;AMD Radeon R5 M315;Windows 7;2.24;769.15;8;2
1127;Lenovo;V110-15ISK (i3-6006U/4GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1;429.00;24;3
1128;HP;Spectre Pro;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.16;1969.00;1;21
1129;Lenovo;Yoga Book;2 in 1 Convertible;10.1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics 400;Android;0.69;549.00;1;19
1130;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 7560U 2.4GHz;8GB;256GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.23;1379.00;35;11
1131;Lenovo;IdeaPad Y900-17ISK;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16GB;256GB SSD +  1.0TB Hybrid;Nvidia GeForce GTX 980M;Windows 10;4.6;2749.99;12;7
1132;Razer;Blade Stealth;Ultrabook;12.5;Touchscreen / 4K Ultra HD 3840x2160;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.25;1029.00;17;35
1133;Toshiba;Portege X30-D-10K;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.05;2226.00;34;27
1134;Asus;Rog GL752VW-T4308T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;3.52;1312.49;9;27
1135;Vero;V131 (X5-Z8350/4GB/32GB/FHD/W10);Notebook;13.3;Full HD 1920x1080;Intel Atom X5-Z8350 1.44GHz;4GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.35;196.00;17;27
1136;HP;Spectre Pro;Notebook;13.3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.16;1690.00;19;19
1137;HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.43;1513.00;18;2
1138;Dell;Latitude E5570;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Linux;2.09;523.63;10;18
1139;Asus;VivoBook Max;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2;435.00;12;11
1140;Lenovo;ThinkPad Yoga;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.8;1669.00;24;17
1141;Lenovo;Yoga Book;2 in 1 Convertible;10.1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0.69;479.00;16;10
1142;HP;EliteBook 820;Ultrabook;12.5;1366x768;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26;1895.00;31;15
1143;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4;989.00;19;9
1144;HP;Omen -;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.35;1129.00;6;30
1145;HP;15-bs078cl (i7-7500U/8GB/2TB/W10);Notebook;15.6;1366x768;Intel Core i7 7500U 2.7GHz;8GB;2TB HDD;Intel HD Graphics 620;Windows 10;2.04;629.00;32;18
1146;Lenovo;ThinkPad P40;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;512GB SSD;Nvidia Quadro M500M;Windows 7;1.8;2050.38;20;26
1147;Asus;L403NA-GA013TS (N3350/4GB/32GB/W10);Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.5;278.00;17;4
1148;HP;250 G6;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.84;752.00;7;32
1149;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23;616.00;35;24
1150;Lenovo;IdeaPad 500-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16GB;1.0TB Hybrid;AMD Radeon R7 M360;Windows 10;2.5;1099.00;21;2
